full_name,a,e,i,H,diameter,albedo,class,first_obs
458182 (2010 NC49),2.751,0.3223,16.27,17.44,1.691,0.081,MBA,2007-01-27
 77610 (2001 KY34),2.605,0.2413,8.07,14.9,6.096,0.083,MBA,2000-01-04
128945 (2004 TB129),2.781,0.0518,7.13,15.25,5.084,0.075,MBA,1998-04-28
251803 (1999 TV51),3.115,0.1703,17.57,15.7,4.396,0.058,MBA,1999-10-04
250885 (2005 UG513),3.089,0.0911,7.4,15.93,4.524,0.05,MBA,2002-03-12
 28773 (2000 HU35),3.021,0.0663,9.26,12.89,10.187,0.155,MBA,1991-09-13
   535 Montague (A904 JE),2.569,0.026,6.77,9.61,79.299,0.054,MBA,1904-05-07
358977 (2008 SA77),5.257,0.1256,7.59,14.32,8.611,0.041,TJN,1995-08-28
439718 Danielcervantes (2015 DW137),3.209,0.1746,17.21,16.35,4.005,0.023,OMB,2003-04-26
 99836 (2002 NW20),2.97,0.0134,9.65,14.97,3.968,0.123,MBA,1980-03-16
 26368 Alghunaim (1999 CJ37),2.41,0.1462,4.18,14.42,8.256,0.035,MBA,1982-09-16
100716 (1998 BF23),2.73,0.2646,6.19,15.49,2.753,0.177,MBA,1998-01-25
 59962 (1999 RL234),3.178,0.1258,10.91,14.47,3.8,0.177,MBA,1999-09-04
 99173 (2001 FS161),2.719,0.1612,11.36,15.2,5.92,0.06,MBA,1999-12-07
 55987 (1998 SO27),2.275,0.2348,23.39,14.61,3.133,0.323,MBA,1997-04-09
391643 (2007 VO270),2.612,0.194,11.9,17.12,1.895,0.078,MBA,2007-09-10
 50379 (2000 CB89),2.54,0.2932,9.6,13.26,6.819,0.263,MBA,1998-11-23
357885 (2005 UY475),3.041,0.1353,12.57,15.9,2.963,0.106,MBA,2002-02-20
 75961 (2000 CZ98),3.194,0.2131,4.06,14.44,7.052,0.074,MBA,1997-10-30
 14502 Morden (1995 WB22),2.232,0.0904,5.15,15.96,1.724,0.375,MBA,1995-11-17
363272 (2002 GE34),2.334,0.169,5.38,17.53,2.383,0.037,MBA,2002-03-19
 33408 Mananshah (1999 CW76),2.232,0.0552,6.11,15.11,2.192,0.442,MBA,1997-10-21
231271 (2006 AO42),2.581,0.1352,15.78,15.9,3.288,0.078,MBA,2002-02-07
 67773 (2000 UM79),2.534,0.1638,12.5,14.89,3.751,0.126,MBA,1999-06-14
 59633 (1999 JC78),2.56,0.1162,12.92,13.89,5.718,0.215,MBA,1999-05-12
   519 Sylvania (A903 UJ),2.79,0.1829,11.01,9.17,40.078,0.246,MBA,1903-10-20
 21077 (1991 RG14),2.551,0.1878,13.02,14.81,4.008,0.121,MBA,1991-09-13
167519 (2003 YD140),3.083,0.0394,9.58,15.01,4.013,0.174,MBA,1998-12-15
 10247 Amphiaraos (6629 P-L),5.29,0.0093,4.19,11.25,26.826,0.098,TJN,1960-09-24
 88681 (2001 RW93),2.725,0.1191,4.78,16.07,2.476,0.115,MBA,1992-09-30
  2662 Kandinsky (4021 P-L),2.44,0.1572,2.91,14.28,10.644,0.035,MBA,1960-09-24
  5658 Clausbaader (1950 DO),2.756,0.0535,2.8,13.31,12.424,0.071,MBA,1950-02-17
 74731 (1999 RM176),2.175,0.1473,3.17,16.31,1.951,0.168,MBA,1999-08-12
613381 (2006 DB123),2.55,0.1301,14.33,17.72,2.09,0.037,MBA,2006-01-10
       (2010 HN110),3.065,0.1815,22.28,16.58,1.886,0.095,MBA,2010-04-18
276616 (2003 UK99),2.704,0.2967,11.76,16.16,2.911,0.076,MBA,2003-09-03
 81803 (2000 KQ6),2.745,0.1482,7.93,15.27,5.973,0.034,MBA,2000-05-27
       (2014 WJ419),3.154,0.2386,14.45,16.79,2.295,0.07,MBA,2010-05-04
 17024 Costello (1999 EJ5),2.433,0.0672,5.34,14.33,3.744,0.138,MBA,1993-11-06
115260 (2003 ST167),2.996,0.1039,9.21,15.24,3.345,0.131,MBA,1998-10-18
128261 (2003 SX298),2.335,0.2291,3.74,16.72,1.306,0.285,MBA,1960-10-26
155038 (2005 QR160),2.363,0.1779,4.19,16.76,2.799,0.057,MBA,1998-11-16
 10520 (1990 RS2),2.245,0.1456,2.01,14.67,8.733,0.05,MBA,1990-09-15
438736 (2008 TE43),2.393,0.3037,9.67,17.35,1.687,0.075,MBA,2008-09-23
 13685 (1997 QG4),3.0,0.1373,12.19,13.4,8.038,0.207,MBA,1991-05-11
319797 (2006 VH14),2.674,0.1919,1.02,17.46,2.523,0.03,MBA,2006-10-12
 48451 Pichincha (1991 PC3),3.081,0.0874,13.17,14.13,6.293,0.135,MBA,1991-08-02
393782 (2005 JB51),2.766,0.3248,16.33,17.57,1.793,0.055,MBA,2001-10-15
  9149 (1977 TD1),2.637,0.1648,12.62,13.56,7.177,0.197,MBA,1977-10-12
 34368 (2000 RA41),3.236,0.0435,13.23,13.2,13.871,0.07,OMB,1989-09-02
 81652 (2000 HY84),2.607,0.1291,6.22,15.14,4.407,0.109,MBA,2000-03-14
110427 (2001 TE25),2.749,0.1111,3.83,15.44,5.072,0.075,MBA,1994-01-19
       (2010 JR9),3.063,0.3606,30.54,17.0,1.637,0.072,MBA,2010-05-01
 60902 (2000 JX27),3.231,0.1176,4.4,13.89,7.208,0.135,OMB,1990-10-10
396750 (2003 SM327),3.173,0.2546,25.24,16.23,4.044,0.052,MBA,2003-09-19
351328 (2004 WL10),2.408,0.1346,11.22,16.38,3.838,0.063,MBA,2004-11-19
 81997 (2000 QB203),3.203,0.1269,6.2,14.78,6.221,0.06,OMB,2000-08-20
       (2010 LL122),2.744,0.1752,29.91,17.79,3.026,0.048,MBA,2010-06-14
255369 (2005 WO110),3.17,0.2383,2.5,16.14,3.24,0.088,MBA,1999-10-09
 12373 Lancearmstrong (1994 JE9),2.45,0.1161,6.75,14.31,3.291,0.449,MBA,1994-05-15
 40093 (1998 NH),2.774,0.1286,12.27,14.2,4.514,0.262,MBA,1995-11-28
 45880 (2000 WG49),1.937,0.0751,18.22,15.53,1.485,0.73,IMB,1997-12-02
158445 (2002 CJ100),2.652,0.0323,1.0,16.06,3.606,0.045,MBA,1993-01-21
228007 (2007 RE27),5.289,0.0851,7.27,13.59,11.085,0.057,TJN,1995-07-25
 33847 (2000 GO182),2.416,0.0847,7.32,15.81,1.935,0.271,MBA,1997-06-30
 32534 (2001 PL37),3.204,0.1265,17.84,13.12,14.019,0.075,OMB,1990-08-22
       (2010 KT40),3.053,0.1319,10.82,16.9,2.857,0.054,MBA,2010-05-19
  6632 Scoon (1984 UX1),2.413,0.1176,7.0,13.93,3.686,0.43,MBA,1956-03-16
178904 (2001 OO93),2.607,0.1429,16.69,15.85,2.897,0.133,MBA,2001-07-16
 27679 (1981 EA5),2.738,0.1585,8.7,14.56,3.561,0.319,MBA,1979-11-26
   997 Priska (A923 NC),2.67,0.1818,10.51,12.57,20.391,0.057,MBA,1923-07-12
151526 (2002 RU62),2.33,0.2433,2.61,16.99,1.098,0.279,MBA,1997-04-15
 67866 (2000 WK23),2.47,0.081,6.85,15.12,2.189,0.369,MBA,1998-02-27
197630 (2004 KJ4),5.204,0.0658,7.33,12.71,10.396,0.149,TJN,1996-09-15
 28674 (2000 GZ59),2.198,0.1939,2.16,15.79,1.98,0.284,MBA,1978-08-31
 23232 Buschur (2000 WU59),2.449,0.1874,3.66,14.34,9.135,0.054,MBA,1991-05-18
 27176 (1999 BR3),2.424,0.1986,11.74,13.66,5.048,0.214,MBA,1975-11-08
 15377 (1997 KW),2.192,0.22,6.35,15.39,2.308,0.302,MBA,1991-09-12
379385 (2009 XB17),2.7,0.2108,5.08,16.99,2.549,0.047,MBA,2006-01-08
226441 (2003 SD48),3.1,0.0423,9.16,15.28,4.08,0.08,MBA,1999-12-02
129396 (1424 T-2),2.305,0.1571,1.77,17.3,2.418,0.048,MBA,1973-09-24
 55781 (1993 FN36),2.267,0.1281,3.22,16.61,3.076,0.051,MBA,1960-09-26
 66997 (1999 XR113),2.577,0.1802,13.19,13.97,4.838,0.25,MBA,1977-02-25
 43322 (2000 JQ69),2.548,0.153,14.99,14.49,3.769,0.26,MBA,1996-03-18
 82656 Puskas (2001 PQ13),3.096,0.1721,2.8,15.81,5.232,0.041,MBA,1993-02-16
 82941 (2001 QC116),2.652,0.106,13.93,15.31,2.601,0.217,MBA,1999-01-16
 49577 (1999 CB124),2.72,0.1139,13.19,14.64,7.021,0.099,MBA,1999-01-09
164110 (2003 XM16),2.769,0.3006,10.3,15.41,6.511,0.035,MBA,2002-07-05
105572 (2000 RQ68),2.376,0.1558,11.66,15.72,3.387,0.107,MBA,1991-05-10
333952 (2000 AP215),2.757,0.0707,9.79,16.21,3.44,0.059,MBA,2000-01-07
 69825 (1998 RU71),2.905,0.1152,2.7,15.04,5.865,0.051,MBA,1998-09-14
235338 (2003 UL216),2.721,0.0486,4.39,16.15,3.554,0.067,MBA,1999-12-15
247150 (2000 XP25),3.102,0.1848,14.29,15.12,3.679,0.157,MBA,2000-10-25
268173 (2004 XS20),2.983,0.292,2.02,16.02,5.141,0.038,MBA,1998-06-27
335623 (2006 HZ4),2.667,0.0947,7.4,16.59,2.405,0.077,MBA,2006-03-25
244557 (2002 VY62),3.057,0.0722,14.67,15.42,5.44,0.041,MBA,2001-06-15
235819 (2004 XA92),2.603,0.1369,1.44,17.04,2.527,0.048,MBA,2003-09-28
 24035 (1999 SJ2),2.54,0.2744,13.54,14.33,9.394,0.038,MBA,1952-01-31
106323 (2000 UD100),3.094,0.1042,7.74,14.99,6.514,0.06,MBA,2000-10-25
159387 (1998 MT18),2.676,0.2687,15.79,15.95,4.109,0.031,MBA,1998-06-03
 37288 (2000 YU121),2.674,0.2513,11.99,14.86,6.21,0.071,MBA,1991-08-15
334832 (2003 SO399),3.195,0.0753,11.76,16.39,3.723,0.035,MBA,2003-09-26
277300 (2005 SK139),2.439,0.1211,2.41,17.61,1.471,0.082,MBA,2005-09-25
       (2015 LL21),2.186,0.7179,6.99,19.9,0.374,0.139,APO,2015-05-26
 52750 (1998 KK17),1.427,0.5249,11.17,16.68,1.059,0.471,APO,1992-08-29
 60473 (2000 DY27),3.225,0.0559,5.53,14.25,10.287,0.029,OMB,1991-09-08
 51420 (2001 EV20),2.393,0.1935,4.33,16.44,3.692,0.029,MBA,1994-06-08
 96066 (4799 P-L),2.688,0.1213,14.63,15.72,2.114,0.189,MBA,1960-09-24
386773 (2010 CB223),2.859,0.0261,12.14,16.64,2.62,0.065,MBA,2000-05-04
 59838 (1999 RU45),2.72,0.0658,6.02,14.94,3.724,0.097,MBA,1990-09-24
 40785 (1999 TA29),2.796,0.0281,4.08,14.55,3.835,0.251,MBA,1995-12-10
233067 (2005 JR),3.15,0.131,3.65,15.43,3.327,0.11,MBA,2001-10-14
264076 (2009 SM198),5.213,0.1054,9.25,14.18,11.069,0.04,TJN,1996-09-11
429245 (2010 AQ105),3.193,0.0864,10.39,16.23,3.995,0.044,MBA,2002-12-04
 83541 (2001 SP164),3.104,0.1541,10.48,13.96,8.429,0.088,MBA,1990-10-17
 55672 (1049 T-1),2.348,0.1073,2.71,16.11,3.377,0.062,MBA,1971-03-24
 55458 (2001 TK137),2.979,0.1226,11.21,14.1,6.821,0.079,MBA,1993-02-16
 87653 (2000 RQ86),2.639,0.1164,3.77,15.1,3.079,0.17,MBA,1998-03-20
 62125 (2000 RU104),3.119,0.1376,11.31,14.21,9.592,0.04,MBA,1998-04-01
228513 (2001 TL127),2.406,0.2438,9.38,16.7,2.941,0.068,MBA,2001-08-26
114117 (2002 VX48),2.919,0.1587,2.8,15.72,5.274,0.037,MBA,1997-11-20
 25045 Baixuefei (1998 QU43),2.272,0.1484,6.98,15.48,2.546,0.249,MBA,1991-08-02
  7234 (1986 QV3),2.252,0.2197,5.17,13.84,4.62,0.361,MBA,1955-05-22
345597 (2006 SK99),3.218,0.0885,16.29,15.8,4.248,0.051,OMB,2005-06-30
 82294 (2001 KO38),2.587,0.2058,13.38,14.95,3.282,0.136,MBA,1998-12-15
333078 (2011 UN108),3.166,0.1519,24.28,15.23,5.23,0.018,MBA,2005-08-28
140761 (2001 UO120),2.796,0.0655,13.58,15.36,3.147,0.214,MBA,2001-09-26
130814 (2000 UW8),2.575,0.174,13.15,15.2,3.206,0.207,MBA,2000-09-30
 50698 (2000 EY128),2.99,0.0647,11.08,14.22,4.658,0.246,MBA,1995-03-25
 12794 (1995 VL),2.638,0.1718,12.58,14.72,3.594,0.261,MBA,1978-11-05
309223 (2007 PX21),2.362,0.2088,6.01,17.32,1.987,0.065,MBA,2000-11-05
277807 (2006 FH24),3.171,0.0294,20.98,15.5,5.145,0.051,MBA,2003-10-24
404842 (2014 KO3),2.728,0.1001,7.57,17.23,2.285,0.064,MBA,2004-02-16
 68950 (2002 QF15),1.057,0.3443,25.15,16.39,1.65,0.178,APO,1955-07-23
132282 (2002 FQ12),2.694,0.0267,2.75,15.93,3.752,0.066,MBA,1971-03-25
204158 (2004 AT13),2.88,0.0642,4.31,15.91,4.831,0.042,MBA,2002-09-05
 94268 (2001 DR10),3.179,0.0617,9.62,14.74,4.963,0.125,MBA,1991-05-16
254132 (2004 PW25),3.15,0.1594,11.12,15.32,5.605,0.068,MBA,2004-08-08
  3708 Socus (1974 FV1),5.209,0.1594,13.37,9.4,75.661,0.059,TJN,1930-11-26
 74900 (1999 TO124),2.434,0.1073,9.55,15.51,2.302,0.277,MBA,1993-01-25
104417 (2000 FX57),3.035,0.0595,5.28,14.7,3.976,0.213,MBA,1994-01-08
 93458 (2000 SX358),2.652,0.0619,13.45,15.18,2.548,0.327,MBA,2000-09-25
177294 (2003 XO17),2.37,0.1258,2.64,16.54,3.468,0.04,MBA,1998-04-21
143069 (2002 WM15),2.575,0.2117,14.1,16.05,2.21,0.158,MBA,2002-10-31
201654 (2003 TU10),2.748,0.0155,5.88,15.72,4.345,0.065,MBA,2003-09-16
244944 (2003 YQ78),2.478,0.0488,15.01,15.95,4.407,0.052,MBA,2002-09-03
       (2008 UV371),3.13,0.3906,25.62,17.39,2.178,0.135,MBA,2008-10-08
149369 (2002 XU65),2.342,0.2114,24.14,15.88,3.955,0.062,MBA,2002-10-30
418566 (2008 SM154),3.096,0.1307,9.13,16.16,3.744,0.055,MBA,2003-11-16
301646 (2010 EO100),2.383,0.2291,9.6,17.14,2.058,0.066,MBA,2000-09-22
128004 (2003 HY53),2.235,0.2159,7.24,16.44,2.098,0.133,MBA,1993-04-17
116000 (2003 WK73),2.801,0.1356,2.81,15.64,4.769,0.059,MBA,1993-08-20
222541 (2001 UQ175),2.564,0.3261,7.63,15.31,3.294,0.258,MBA,1998-03-25
206895 (2004 HW16),3.205,0.1275,3.98,15.68,4.972,0.059,OMB,1998-02-28
132869 (2002 RX98),3.069,0.1801,2.3,15.31,5.58,0.052,MBA,1991-09-04
395134 (2010 AU44),2.305,0.1142,2.36,17.72,1.423,0.066,MBA,2001-08-21
 13825 Booth (1999 VJ87),2.553,0.1839,6.18,14.39,4.083,0.23,MBA,1989-02-04
 59586 (1999 JB56),2.562,0.185,5.49,14.99,3.265,0.239,MBA,1997-12-06
 15492 Nyberg (1999 CG89),2.428,0.1828,2.13,14.9,7.317,0.045,MBA,1952-12-11
 31965 (2000 GQ161),2.35,0.2227,7.07,14.94,3.012,0.199,MBA,1992-01-27
 68376 (2001 PC23),2.74,0.0906,12.53,15.37,2.495,0.284,MBA,1991-04-22
382003 (2010 OZ60),3.204,0.0902,19.79,16.05,3.713,0.047,OMB,2004-01-28
202327 (2005 ER75),3.027,0.0335,0.88,16.45,3.134,0.045,MBA,2000-04-26
 30714 (4282 T-3),2.675,0.0596,11.66,15.4,2.914,0.19,MBA,1971-03-26
131210 (2001 DV48),2.728,0.2329,8.65,16.16,1.798,0.198,MBA,1997-05-31
118107 (2361 T-3),2.583,0.2164,12.23,15.14,5.425,0.066,MBA,1977-10-07
401371 (2013 BR66),2.329,0.1705,3.82,17.88,1.665,0.07,MBA,2010-02-08
242215 (2003 RA10),2.352,0.239,9.87,16.11,1.442,0.406,MBA,2002-04-09
135722 (2002 PV80),2.589,0.1873,6.83,15.88,4.021,0.063,MBA,2000-02-06
208525 (2001 XG223),3.129,0.1434,2.85,15.61,5.385,0.046,MBA,2000-08-07
208040 (1999 RS137),2.351,0.1821,3.4,16.72,2.745,0.059,MBA,1994-01-12
225002 (2007 ED154),2.61,0.0827,21.69,15.41,2.414,0.252,MBA,1996-10-17
203571 (2002 CK155),2.371,0.1751,6.41,16.56,2.731,0.072,MBA,1999-06-15
146184 (2000 SX333),3.132,0.2392,10.73,15.75,5.593,0.039,MBA,2000-09-24
 96250 (1994 PE25),2.773,0.1273,4.61,15.4,4.33,0.086,MBA,1994-08-12
272761 (2005 YW152),2.722,0.1986,11.05,16.41,3.357,0.052,MBA,2000-10-02
  2873 Binzel (1982 FR),2.253,0.1576,5.9,13.1,6.426,0.272,MBA,1935-05-24
 94605 (2001 VA101),2.271,0.1221,4.87,16.62,1.481,0.292,MBA,1993-05-28
118829 (2000 SJ163),3.18,0.1449,10.55,14.72,8.547,0.032,MBA,1997-02-03
 52659 (1998 BQ6),2.788,0.0287,7.2,14.71,3.678,0.273,MBA,1998-01-19
 87573 (2000 RH14),2.962,0.1108,10.22,14.73,4.451,0.129,MBA,1999-05-18
103678 (2000 CY59),2.697,0.038,12.51,15.48,5.259,0.058,MBA,1993-08-20
189158 (2002 JZ131),2.356,0.1165,2.27,16.77,2.572,0.074,MBA,1960-09-26
 66806 (1999 TC286),2.669,0.0579,13.77,14.96,3.004,0.163,MBA,1994-07-11
413317 (2003 UB376),3.066,0.2186,5.87,16.62,3.337,0.036,MBA,2003-10-18
436353 (2010 JC112),3.021,0.1979,0.31,16.83,2.279,0.049,MBA,1999-02-14
248570 (2006 AY83),3.203,0.1351,5.21,15.68,4.328,0.054,OMB,1999-12-15
139447 (2001 OD64),2.683,0.1077,5.2,15.52,3.109,0.152,MBA,2000-04-05
107459 (2001 DP26),2.725,0.2018,2.87,15.78,4.429,0.062,MBA,1992-03-06
220396 (2003 RR4),3.17,0.1431,15.52,14.92,6.642,0.07,MBA,1998-11-14
114278 (2002 XV18),3.183,0.182,17.61,14.34,8.546,0.067,MBA,1999-04-12
       (2010 HD42),3.152,0.112,17.55,16.82,3.455,0.065,MBA,2010-04-22
  7337 (1990 QH1),2.367,0.0827,5.66,13.77,4.728,0.315,MBA,1954-11-23
 38775 (2000 RZ10),2.64,0.2261,6.63,13.97,4.648,0.357,MBA,1991-09-12
 55619 (2002 TM108),2.568,0.2847,13.36,14.47,7.969,0.053,MBA,1981-10-23
243611 (1999 AS1),2.634,0.1415,10.87,15.99,3.407,0.061,MBA,1999-01-08
245596 (2005 VN72),3.145,0.1003,12.96,15.6,4.886,0.056,MBA,2002-04-16
191410 (2003 SS92),3.08,0.1251,3.96,15.28,5.823,0.048,MBA,2000-02-06
 56583 (2000 JH28),2.539,0.1778,12.63,14.71,3.128,0.286,MBA,1997-10-29
       (2014 QT295),1.793,0.5273,0.83,25.9,0.041,0.046,APO,2014-08-22
 29018 (6062 P-L),2.406,0.1463,2.07,15.18,6.34,0.052,MBA,1949-11-21
 51951 (2001 QD222),3.063,0.1026,10.85,14.21,6.138,0.162,MBA,1999-03-22
149107 (2002 CD208),3.092,0.1482,8.97,15.67,5.259,0.058,MBA,2000-10-30
 46060 (2001 DL88),2.969,0.0239,9.15,14.96,3.957,0.163,MBA,1998-09-14
473481 (2015 XF82),3.192,0.1556,14.95,16.08,4.499,0.073,MBA,2010-01-29
 34578 (2000 SL338),3.049,0.0456,17.24,14.25,8.765,0.044,MBA,1998-04-03
 39462 (5175 T-3),2.441,0.168,11.04,14.91,5.337,0.052,MBA,1977-10-16
 33154 Talent (1998 DT15),2.614,0.06,15.73,13.98,4.676,0.185,MBA,1989-01-09
248939 (2006 WX107),3.17,0.1068,17.81,15.22,5.638,0.08,MBA,1995-12-25
   750 Oskar (A913 HF),2.445,0.1288,3.95,12.35,22.526,0.06,MBA,1913-06-06
518982 (2010 HR113),2.756,0.1736,13.71,17.12,2.75,0.085,MBA,2000-05-04
233835 (2008 UD274),3.078,0.1773,1.21,16.39,3.136,0.049,MBA,1997-10-28
162847 (2001 DA31),2.609,0.141,2.5,16.27,3.498,0.063,MBA,1997-04-11
 51218 (2000 JC23),3.003,0.0364,8.59,13.67,7.27,0.16,MBA,1998-11-23
 73220 (2002 JO24),2.78,0.1815,9.73,15.12,4.562,0.093,MBA,1995-02-02
 91522 (1999 RJ185),2.608,0.0686,22.28,14.15,4.033,0.299,MBA,1999-09-04
281876 (2010 FP35),2.537,0.256,13.58,16.94,2.46,0.061,MBA,2001-12-19
 79848 (1998 XO13),2.623,0.0399,2.89,16.02,3.991,0.031,MBA,1996-03-23
 86099 (1999 RO106),3.088,0.0959,8.1,14.5,4.945,0.151,MBA,1991-02-15
 92497 (2000 NQ2),2.385,0.2466,4.93,16.24,3.631,0.064,MBA,1999-03-22
  8713 Azusa (1995 BT2),2.253,0.1274,3.92,14.07,4.04,0.358,MBA,1988-01-21
219649 (2001 US127),2.568,0.1688,13.06,15.43,2.747,0.234,MBA,2001-09-26
 52939 (1998 SO137),2.374,0.1575,5.33,16.01,1.447,0.404,MBA,1993-04-25
  8283 Edinburgh (1991 SV),2.809,0.087,10.26,13.1,7.97,0.232,MBA,1991-08-18
429140 (2009 TW46),2.544,0.2407,11.09,16.76,2.944,0.068,MBA,2002-01-06
313212 (2001 SY98),2.703,0.0431,11.36,16.59,2.556,0.062,MBA,2001-09-12
       (2009 WJ128),3.162,0.2241,11.21,16.73,3.145,0.049,MBA,2009-11-20
126320 (2002 AP140),2.329,0.1076,4.09,16.34,1.549,0.352,MBA,2000-08-29
 68391 (2001 QO55),2.69,0.0368,6.88,15.15,2.848,0.287,MBA,1999-02-12
157858 (1998 UO37),3.094,0.1614,13.83,15.0,4.648,0.118,MBA,1998-09-18
237941 (2002 QN102),2.586,0.2212,4.9,17.44,2.124,0.047,MBA,2002-08-20
 11758 Sargent (4035 P-L),3.14,0.1562,3.63,13.59,8.867,0.098,MBA,1960-09-24
 27211 (1999 CO106),2.596,0.1249,13.86,13.55,5.192,0.314,MBA,1997-10-01
414639 (2009 VB60),3.169,0.2064,23.92,15.91,3.833,0.083,MBA,2003-10-04
393515 (2002 SG61),2.643,0.2791,4.38,17.3,1.854,0.062,MBA,2002-09-05
249479 (2009 TN7),3.102,0.2577,5.25,16.13,4.325,0.045,MBA,2000-03-03
340095 (2005 WY70),2.375,0.1775,6.01,17.65,1.757,0.057,MBA,2003-04-04
   920 Rogeria (A919 RC),2.622,0.1051,11.59,11.39,26.656,0.076,MBA,1919-09-01
116988 (2004 HM34),2.573,0.2035,8.23,15.14,3.105,0.242,MBA,1984-09-21
       (2010 OY110),3.142,0.1963,22.41,17.46,1.739,0.044,MBA,2010-07-29
293128 (2006 XO54),2.719,0.249,10.45,16.79,2.638,0.058,MBA,1999-03-21
  8439 Albellus (2034 T-2),3.157,0.1423,0.99,13.79,10.694,0.061,MBA,1973-09-19
110099 (2001 SY124),3.079,0.1714,4.22,15.16,4.986,0.103,MBA,2000-05-07
  6317 Dreyfus (1990 UP3),2.243,0.0578,5.84,14.06,5.64,0.153,MBA,1988-01-11
142557 (2002 TS60),2.626,0.3182,25.77,15.13,3.64,0.111,MBA,1999-01-17
 17328 (1176 T-2),2.259,0.1405,2.24,15.02,2.841,0.316,MBA,1973-09-24
       (2015 CZ27),3.149,0.0606,16.17,16.36,2.917,0.069,MBA,2010-06-17
176546 (2002 AC89),3.117,0.2223,26.74,14.91,5.454,0.086,MBA,2002-01-08
 75611 (2000 AB38),2.773,0.1091,7.02,15.37,2.717,0.262,MBA,2000-01-03
 73886 (1997 EY5),3.945,0.1236,2.57,14.17,9.073,0.054,OMB,1992-09-25
 35353 Nadapravcova (1997 RW9),2.182,0.0203,5.2,14.97,3.041,0.276,MBA,1997-09-01
382321 (2013 TR2),2.769,0.0715,4.37,16.32,3.896,0.029,MBA,2004-11-11
 21265 (1996 HJ23),2.343,0.2625,3.09,15.04,2.771,0.303,MBA,1984-01-25
135039 (2001 OA2),2.745,0.2824,6.11,15.1,5.844,0.082,MBA,1997-10-22
 28994 Helenabates (2001 OO8),2.702,0.2359,5.11,15.33,5.739,0.051,MBA,1979-09-20
 14511 Nickel (1996 EU3),2.383,0.1167,7.7,14.33,4.121,0.287,MBA,1990-10-11
 13366 (1998 US24),5.217,0.1048,6.64,11.35,33.302,0.058,TJN,1954-02-10
 65458 (2002 VD102),2.214,0.1168,4.56,15.71,2.225,0.187,MBA,1995-11-24
281856 (2010 CP96),3.059,0.094,3.05,16.45,3.532,0.032,MBA,2005-03-01
132598 (2002 JG142),2.735,0.0938,5.73,15.62,4.738,0.065,MBA,2001-01-05
 11042 Ernstweber (1989 VD1),2.345,0.0654,7.53,15.01,2.69,0.322,MBA,1989-11-03
 81041 (2000 EN57),2.685,0.1517,11.58,15.45,5.445,0.045,MBA,1996-04-09
  8385 (1993 AN),3.115,0.166,2.63,13.74,11.693,0.057,MBA,1982-01-30
 81270 (2000 FN48),2.684,0.1099,5.33,15.61,2.479,0.315,MBA,1997-10-02
  4978 Seitz (4069 T-2),2.627,0.2107,6.02,13.62,5.182,0.345,MBA,1969-11-15
 80152 (1999 TF195),2.168,0.0658,5.25,16.24,1.623,0.293,MBA,1999-10-12
 49246 (1998 TF6),2.441,0.141,3.07,14.91,7.11,0.051,MBA,1988-01-14
 94120 (2000 YF106),2.784,0.2122,12.39,14.44,6.584,0.112,MBA,1995-12-25
 12044 Fabbri (1997 FU),2.591,0.1387,13.97,13.07,7.344,0.327,MBA,1981-05-08
  9606 (1992 BZ),2.453,0.1281,3.1,14.5,5.303,0.131,MBA,1983-12-25
250929 (2005 WK117),3.145,0.1327,20.73,14.86,7.095,0.061,MBA,2002-03-21
 17472 Dinah (1991 FY),2.336,0.056,8.36,14.16,4.19,0.304,MBA,1987-01-30
363599 (2004 FG11),1.587,0.7236,3.14,21.04,0.152,0.306,APO,2004-03-23
105801 (2000 SK128),3.069,0.0579,8.17,14.83,3.855,0.207,MBA,2000-09-22
 59338 (1999 CV111),2.779,0.1548,6.59,15.01,5.44,0.045,MBA,1996-06-23
 56560 (2000 JW6),2.45,0.2799,12.62,14.97,2.395,0.37,MBA,1997-07-14
392275 (2010 AY68),2.349,0.1729,6.16,18.16,1.555,0.042,MBA,2003-02-22
 38452 (1999 TE1),3.197,0.1955,2.04,13.99,8.39,0.069,MBA,1976-10-22
177491 (2004 ED37),2.74,0.1491,11.6,15.67,5.11,0.051,MBA,1999-01-15
252566 (2001 WZ36),2.766,0.085,1.98,16.8,2.895,0.053,MBA,2001-10-23
 14107 (1997 VM5),3.187,0.1659,0.62,14.01,8.214,0.095,MBA,1991-11-05
 53778 (2000 ER92),2.197,0.1963,5.99,15.22,2.729,0.216,MBA,1991-10-04
105488 (2000 QX220),2.93,0.175,2.47,15.52,4.664,0.062,MBA,1999-05-16
272619 (2005 WY33),2.735,0.328,6.96,16.88,2.5,0.059,MBA,1996-12-08
363320 (2002 OV33),2.443,0.1806,12.14,17.28,1.525,0.1,MBA,2002-07-22
178147 (2006 TC87),2.985,0.02,4.88,15.66,5.393,0.038,MBA,1993-03-20
202408 (2005 LY45),3.248,0.0302,21.91,14.58,7.262,0.064,OMB,1999-03-21
       (2015 XS58),3.213,0.1789,27.0,16.7,2.397,0.059,OMB,2010-01-20
129387 (1129 T-2),2.676,0.217,7.08,15.89,4.697,0.046,MBA,1973-09-19
164418 (2006 BU90),2.321,0.1503,6.47,16.5,1.401,0.226,MBA,1999-02-18
326835 (2003 UN64),3.211,0.1343,27.23,15.34,4.319,0.079,OMB,2001-05-22
